Baseline,JET SDG,SDG Push,Year,indicator,Enhanced NDC
40.04,45.7,50.06,2091,ENDEM,37.08
41.32,47.03,51.81,2092,ENDEM,38.05
42.63,48.34,53.59,2093,ENDEM,39.01
43.95,49.64,55.38,2094,ENDEM,39.97
45.3,50.94,57.2,2095,ENDEM,40.93
46.66,52.21,59.04,2096,ENDEM,41.88
48.04,53.49,60.9,2097,ENDEM,42.82
49.44,54.75,62.79,2098,ENDEM,43.75
50.86,55.66,64.72,2099,ENDEM,44.41
52.25,56.48,66.58,2100,ENDEM,44.99
1.495,1.495,1.495,2019,ENDEM_GDP,1.49545
1.615,1.615,1.615,2020,ENDEM_GDP,1.61479
1.58,1.58,1.58,2021,ENDEM_GDP,1.58045
1.568,1.568,1.568,2022,ENDEM_GDP,1.5679
1.58,1.58,1.58,2023,ENDEM_GDP,1.58012
1.58,1.58,1.58,2024,ENDEM_GDP,1.58044
1.58,1.578,1.58,2025,ENDEM_GDP,1.57756
1.581,1.576,1.58,2026,ENDEM_GDP,1.57681
1.575,1.566,1.57,2027,ENDEM_GDP,1.57103
1.572,1.562,1.566,2028,ENDEM_GDP,1.56851
1.569,1.557,1.56,2029,ENDEM_GDP,1.566
1.563,1.551,1.551,2030,ENDEM_GDP,1.56284
1.557,1.545,1.541,2031,ENDEM_GDP,1.56016
1.548,1.537,1.53,2032,ENDEM_GDP,1.55621
1.539,1.529,1.516,2033,ENDEM_GDP,1.55183
1.528,1.52,1.501,2034,ENDEM_GDP,1.54671
1.516,1.509,1.484,2035,ENDEM_GDP,1.54065
1.502,1.497,1.466,2036,ENDEM_GDP,1.53339
1.487,1.476,1.446,2037,ENDEM_GDP,1.51763
1.472,1.454,1.425,2038,ENDEM_GDP,1.50093
1.455,1.431,1.403,2039,ENDEM_GDP,1.48316
1.437,1.408,1.381,2040,ENDEM_GDP,1.46575
1.419,1.385,1.358,2041,ENDEM_GDP,1.44766
1.401,1.361,1.334,2042,ENDEM_GDP,1.42885
1.381,1.337,1.31,2043,ENDEM_GDP,1.40962
1.362,1.312,1.286,2044,ENDEM_GDP,1.39003
1.343,1.287,1.261,2045,ENDEM_GDP,1.37028
1.322,1.262,1.236,2046,ENDEM_GDP,1.35
1.301,1.245,1.211,2047,ENDEM_GDP,1.33847
1.28,1.228,1.185,2048,ENDEM_GDP,1.32602
1.259,1.209,1.16,2049,ENDEM_GDP,1.31277
1.238,1.19,1.134,2050,ENDEM_GDP,1.29892
1.216,1.171,1.109,2051,ENDEM_GDP,1.28425
1.195,1.151,1.084,2052,ENDEM_GDP,1.26883
1.173,1.131,1.06,2053,ENDEM_GDP,1.25223
1.152,1.11,1.036,2054,ENDEM_GDP,1.23477
1.131,1.089,1.013,2055,ENDEM_GDP,1.21657
1.11,1.065,0.99,2056,ENDEM_GDP,1.19583
1.09,1.042,0.968,2057,ENDEM_GDP,1.17471
1.07,1.02,0.946,2058,ENDEM_GDP,1.15411
1.05,0.997,0.926,2059,ENDEM_GDP,1.13339
1.031,0.97,0.905,2060,ENDEM_GDP,1.10569
1.012,0.943,0.886,2061,ENDEM_GDP,1.0783
0.993,0.917,0.866,2062,ENDEM_GDP,1.05214
0.975,0.892,0.848,2063,ENDEM_GDP,1.02668
0.957,0.868,0.83,2064,ENDEM_GDP,1.00209
0.939,0.845,0.812,2065,ENDEM_GDP,0.97865
0.922,0.823,0.795,2066,ENDEM_GDP,0.95573
0.905,0.801,0.779,2067,ENDEM_GDP,0.93335
0.889,0.78,0.763,2068,ENDEM_GDP,0.91145
0.873,0.76,0.748,2069,ENDEM_GDP,0.88999
0.858,0.74,0.733,2070,ENDEM_GDP,0.86919
0.843,0.721,0.719,2071,ENDEM_GDP,0.84852
0.828,0.702,0.706,2072,ENDEM_GDP,0.82802
0.815,0.684,0.693,2073,ENDEM_GDP,0.808
0.801,0.668,0.68,2074,ENDEM_GDP,0.7912
0.789,0.652,0.668,2075,ENDEM_GDP,0.77464
0.776,0.637,0.657,2076,ENDEM_GDP,0.75848
0.765,0.622,0.646,2077,ENDEM_GDP,0.74255
0.753,0.609,0.636,2078,ENDEM_GDP,0.72725
0.743,0.595,0.626,2079,ENDEM_GDP,0.71217
0.732,0.583,0.616,2080,ENDEM_GDP,0.69787
0.722,0.57,0.607,2081,ENDEM_GDP,0.68287
0.712,0.558,0.599,2082,ENDEM_GDP,0.66866
0.703,0.546,0.59,2083,ENDEM_GDP,0.65489
0.694,0.535,0.583,2084,ENDEM_GDP,0.64193
0.685,0.524,0.575,2085,ENDEM_GDP,0.62946
0.677,0.514,0.568,2086,ENDEM_GDP,0.61756
0.669,0.505,0.561,2087,ENDEM_GDP,0.6062
0.661,0.496,0.555,2088,ENDEM_GDP,0.59545
0.654,0.488,0.549,2089,ENDEM_GDP,0.58519
0.647,0.48,0.544,2090,ENDEM_GDP,0.57547
0.641,0.472,0.539,2091,ENDEM_GDP,0.5661
0.635,0.466,0.534,2092,ENDEM_GDP,0.55811
0.629,0.46,0.53,2093,ENDEM_GDP,0.55038
0.624,0.454,0.526,2094,ENDEM_GDP,0.54288
0.619,0.448,0.522,2095,ENDEM_GDP,0.53564
0.614,0.442,0.518,2096,ENDEM_GDP,0.52855
0.609,0.437,0.515,2097,ENDEM_GDP,0.52165
0.605,0.431,0.511,2098,ENDEM_GDP,0.51479
0.602,0.424,0.509,2099,ENDEM_GDP,0.50573
0.598,0.416,0.506,2100,ENDEM_GDP,0.49633
2.328,2.328,2.328,2019,ENDEM_per_capita,2.32755
2.396,2.396,2.396,2020,ENDEM_per_capita,2.39588
2.387,2.387,2.387,2021,ENDEM_per_capita,2.38712
2.393,2.393,2.393,2022,ENDEM_per_capita,2.39296
2.424,2.424,2.424,2023,ENDEM_per_capita,2.42359
2.446,2.446,2.446,2024,ENDEM_per_capita,2.44581
2.472,2.469,2.472,2025,ENDEM_per_capita,2.46851
2.502,2.494,2.5,2026,ENDEM_per_capita,2.49564
2.532,2.524,2.53,2027,ENDEM_per_capita,2.52597
2.57,2.569,2.573,2028,ENDEM_per_capita,2.56591
2.608,2.617,2.615,2029,ENDEM_per_capita,2.60979
2.646,2.67,2.658,2030,ENDEM_per_capita,2.65755
2.684,2.728,2.702,2031,ENDEM_per_capita,2.70985
2.723,2.791,2.748,2032,ENDEM_per_capita,2.76532
2.763,2.858,2.795,2033,ENDEM_per_capita,2.8246
2.804,2.929,2.844,2034,ENDEM_per_capita,2.88703
2.848,3.004,2.895,2035,ENDEM_per_capita,2.95212
2.893,3.082,2.95,2036,ENDEM_per_capita,3.01989
2.942,3.149,3.009,2037,ENDEM_per_capita,3.07601
2.993,3.221,3.071,2038,ENDEM_per_capita,3.13486
3.046,3.296,3.137,2039,ENDEM_per_capita,3.19666
3.102,3.379,3.207,2040,ENDEM_per_capita,3.26417
3.161,3.466,3.28,2041,ENDEM_per_capita,3.33539
3.223,3.558,3.358,2042,ENDEM_per_capita,3.41055
3.288,3.657,3.44,2043,ENDEM_per_capita,3.49027
3.357,3.761,3.526,2044,ENDEM_per_capita,3.57423
3.427,3.871,3.616,2045,ENDEM_per_capita,3.66208
3.501,3.986,3.711,2046,ENDEM_per_capita,3.75339
3.578,4.135,3.811,2047,ENDEM_per_capita,3.87528
3.659,4.291,3.916,2048,ENDEM_per_capita,4.00174
3.744,4.452,4.026,2049,ENDEM_per_capita,4.13231
3.831,4.62,4.141,2050,ENDEM_per_capita,4.26698
3.923,4.793,4.262,2051,ENDEM_per_capita,4.40456
4.018,4.97,4.389,2052,ENDEM_per_capita,4.54403
4.116,5.15,4.522,2053,ENDEM_per_capita,4.68429
4.218,5.332,4.66,2054,ENDEM_per_capita,4.82559
4.323,5.516,4.804,2055,ENDEM_per_capita,4.96754
4.432,5.694,4.954,2056,ENDEM_per_capita,5.10182
4.545,5.879,5.111,2057,ENDEM_per_capita,5.23843
